category,name,description,sampleListId,studyId
"all_cases_with_log2_cna_data","Tumors log2 copy-number","All tumors with log2 copy-number data (436 samples)","kirc_tcga_pub_log2CNA","kirc_tcga_pub"
"all_cases_with_mutation_and_cna_and_mrna_data","All Complete Tumors","All tumor samples that have mRNA, CNA and sequencing data (392 samples)","kirc_tcga_pub_3way_complete","kirc_tcga_pub"
"all_cases_with_rppa_data","Tumors with RPPA data","Tumors with reverse phase protein array (RPPA) data for about 200 antibodies (454 samples)","kirc_tcga_pub_rppa","kirc_tcga_pub"
"all_cases_with_methylation_data","Tumors with methylation data (HM27)","All samples with methylation (HM27) data (219 samples)","kirc_tcga_pub_methylation_hm27","kirc_tcga_pub"
"all_cases_with_methylation_data","Tumor Samples with methylation data (HM450)","All samples with methylation (HM450) data (321 samples)","kirp_tcga_methylation_hm450","kirp_tcga"
"all_cases_with_methylation_data","All tumor samples with methylation data","All samples with methylation data (292 samples)","kirp_tcga_methylation_all","kirp_tcga"
"all_cases_with_mutation_data","All Sequenced Tumors","All Sequenced samples (282 samples)","kirp_tcga_sequenced","kirp_tcga"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (280 samples)","kirp_tcga_cnaseq","kirp_tcga"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (288 samples)","kirp_tcga_cna","kirp_tcga"
"all_cases_with_mrna_rnaseq_data","Tumor Samples with mRNA data (RNA Seq V2)","All samples with mRNA expression data (291 samples)","kirp_tcga_rna_seq_v2_mrna","kirp_tcga"
"all_cases_in_study","All Tumors","All tumor samples (554 samples)","kirp_tcga_all","kirp_tcga"
"all_cases_with_mrna_array_data","Tumor Samples with mRNA data (Agilent microarray)","All samples with mRNA expression data (16 samples)","kirp_tcga_mrna","kirp_tcga"
"all_cases_with_mutation_and_cna_and_mrna_data","All Complete Tumors","All tumor samples that have mRNA, CNA and sequencing data (280 samples)","kirp_tcga_3way_complete","kirp_tcga"
"all_cases_with_rppa_data","Tumor Samples with RPPA data","Tumors with reverse phase protein array (RPPA) data for about 200 antibodies (217 samples)","kirp_tcga_rppa","kirp_tcga"
"all_cases_with_methylation_data","Tumor Samples with methylation data (HM27)","All samples with methylation (HM27) data (21 samples)","kirp_tcga_methylation_hm27","kirp_tcga"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (276 samples)","kirp_tcga_pan_can_atlas_2018_sequenced","kirp_tcga_pan_can_atlas_2018"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (274 samples)","kirp_tcga_pan_can_atlas_2018_cnaseq","kirp_tcga_pan_can_atlas_2018"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (283 samples)","kirp_tcga_pan_can_atlas_2018_cna","kirp_tcga_pan_can_atlas_2018"
"all_cases_with_mrna_rnaseq_data","Tumor Samples with mRNA data (RNA Seq V2)","All samples with mRNA expression data (283 samples)","kirp_tcga_pan_can_atlas_2018_rna_seq_v2_mrna","kirp_tcga_pan_can_atlas_2018"
"all_cases_in_study","All Tumors","All tumor samples (283 samples)","kirp_tcga_pan_can_atlas_2018_all","kirp_tcga_pan_can_atlas_2018"
"all_cases_with_log2_cna_data","Tumor Samples with log2 copy-number","All tumors with log2 copy-number data (283 samples)","kirp_tcga_pan_can_atlas_2018_log2CNA","kirp_tcga_pan_can_atlas_2018"
"all_cases_with_mutation_and_cna_and_mrna_data","All Complete Tumors","All tumor samples that have mRNA, CNA and sequencing data (274 samples)","kirp_tcga_pan_can_atlas_2018_3way_complete","kirp_tcga_pan_can_atlas_2018"
"all_cases_with_methylation_data","Tumor Samples with methylation data (HM450)","All samples with methylation (HM450) data (194 samples)","laml_tcga_methylation_hm450","laml_tcga"
"all_cases_with_methylation_data","All tumor samples with methylation data","All samples with methylation data (194 samples)","laml_tcga_methylation_all","laml_tcga"
"all_cases_with_mrna_rnaseq_data","Tumor Samples with mRNA data (RNA Seq)","All samples with mRNA expression data (179 samples)","laml_tcga_rna_seq_mrna","laml_tcga"
"all_cases_with_mutation_data","All Sequenced Tumors","All sequenced samples (197 samples)","laml_tcga_sequenced","laml_tcga"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (188 samples)","laml_tcga_cnaseq","laml_tcga"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (191 samples)","laml_tcga_cna","laml_tcga"
"all_cases_with_mrna_rnaseq_data","Tumor Samples with mRNA data (RNA Seq V2)","All samples with mRNA expression data (173 samples)","laml_tcga_rna_seq_v2_mrna","laml_tcga"
"all_cases_in_study","All Tumors","All tumor samples (200 samples)","laml_tcga_all","laml_tcga"
"all_cases_with_mutation_and_cna_and_mrna_data","All Complete Tumors","All tumor samples that have mRNA, CNA and sequencing data (163 samples)","laml_tcga_3way_complete","laml_tcga"
"all_cases_with_methylation_data","Tumor Samples with methylation data (HM27)","All samples with methylation (HM27) data (194 samples)","laml_tcga_methylation_hm27","laml_tcga"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (200 samples)","laml_tcga_pan_can_atlas_2018_sequenced","laml_tcga_pan_can_atlas_2018"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (190 samples)","laml_tcga_pan_can_atlas_2018_cnaseq","laml_tcga_pan_can_atlas_2018"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (191 samples)","laml_tcga_pan_can_atlas_2018_cna","laml_tcga_pan_can_atlas_2018"
"all_cases_with_mrna_rnaseq_data","Tumor Samples with mRNA data (RNA Seq V2)","All samples with mRNA expression data (173 samples)","laml_tcga_pan_can_atlas_2018_rna_seq_v2_mrna","laml_tcga_pan_can_atlas_2018"
"all_cases_in_study","All Tumors","All tumor samples (200 samples)","laml_tcga_pan_can_atlas_2018_all","laml_tcga_pan_can_atlas_2018"
"all_cases_with_log2_cna_data","Tumor Samples with log2 copy-number","All tumors with log2 copy-number data (191 samples)","laml_tcga_pan_can_atlas_2018_log2CNA","laml_tcga_pan_can_atlas_2018"
"all_cases_with_mutation_and_cna_and_mrna_data","All Complete Tumors","All tumor samples that have mRNA, CNA and sequencing data (165 samples)","laml_tcga_pan_can_atlas_2018_3way_complete","laml_tcga_pan_can_atlas_2018"
"all_cases_with_methylation_data","Tumor Samples with methylation data (HM450)","All samples with methylation (HM450) data (194 samples)","laml_tcga_pub_methylation_hm450","laml_tcga_pub"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (200 samples)","laml_tcga_pub_sequenced","laml_tcga_pub"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (187 samples)","laml_tcga_pub_cnaseq","laml_tcga_pub"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (191 samples)","laml_tcga_pub_cna","laml_tcga_pub"
"all_cases_with_mrna_rnaseq_data","Tumor Samples with mRNA data (RNA Seq V2)","All samples with mRNA expression data (173 samples)","laml_tcga_pub_rna_seq_v2_mrna","laml_tcga_pub"
"all_cases_in_study","All Tumors","All tumor samples (221 samples)","laml_tcga_pub_all","laml_tcga_pub"
"all_cases_with_mutation_and_cna_and_mrna_data","All Complete Tumors","All tumor samples that have mRNA, CNA and sequencing data (162 samples)","laml_tcga_pub_3way_complete","laml_tcga_pub"
"all_cases_with_methylation_data","Tumor Samples with methylation data (HM27)","All samples with methylation (HM27) data (194 samples)","laml_tcga_pub_methylation_hm27","laml_tcga_pub"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (160 samples)","lcll_broad_2013_sequenced","lcll_broad_2013"
"all_cases_in_study","All Tumors","All tumor samples (160 samples)","lcll_broad_2013_all","lcll_broad_2013"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (812 samples)","lgggbm_tcga_pub_sequenced","lgggbm_tcga_pub"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (794 samples)","lgggbm_tcga_pub_cnaseq","lgggbm_tcga_pub"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (1084 samples)","lgggbm_tcga_pub_cna","lgggbm_tcga_pub"
"all_cases_in_study","All Tumors","All tumor samples (1131 samples)","lgggbm_tcga_pub_all","lgggbm_tcga_pub"
"all_cases_with_log2_cna_data","Tumor Samples with log2 copy-number","All tumors with log2 copy-number data (1084 samples)","lgggbm_tcga_pub_log2CNA","lgggbm_tcga_pub"
"all_cases_with_methylation_data","Tumor Samples with methylation data (HM450)","All samples with methylation (HM450) data (530 samples)","lgg_tcga_methylation_hm450","lgg_tcga"
"all_cases_with_methylation_data","All tumor samples with methylation data","All samples with methylation data (530 samples)","lgg_tcga_methylation_all","lgg_tcga"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (286 samples)","lgg_tcga_sequenced","lgg_tcga"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (283 samples)","lgg_tcga_cnaseq","lgg_tcga"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (513 samples)","lgg_tcga_cna","lgg_tcga"
"all_cases_with_mrna_rnaseq_data","Tumor Samples with mRNA data (RNA Seq V2)","All samples with mRNA expression data (530 samples)","lgg_tcga_rna_seq_v2_mrna","lgg_tcga"
"all_cases_in_study","All Tumors","All tumor samples (532 samples)","lgg_tcga_all","lgg_tcga"
"all_cases_with_mrna_array_data","Tumor Samples with mRNA data (Agilent microarray)","All samples with mRNA expression data (27 samples)","lgg_tcga_mrna","lgg_tcga"
"all_cases_with_mutation_and_cna_and_mrna_data","All Complete Tumors","All tumor samples that have mRNA, CNA and sequencing data (283 samples)","lgg_tcga_3way_complete","lgg_tcga"
"all_cases_with_rppa_data","Tumor Samples with RPPA data","Tumors with reverse phase protein array (RPPA) data for about 200 antibodies (435 samples)","lgg_tcga_rppa","lgg_tcga"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (512 samples)","lgg_tcga_pan_can_atlas_2018_sequenced","lgg_tcga_pan_can_atlas_2018"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (507 samples)","lgg_tcga_pan_can_atlas_2018_cnaseq","lgg_tcga_pan_can_atlas_2018"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (511 samples)","lgg_tcga_pan_can_atlas_2018_cna","lgg_tcga_pan_can_atlas_2018"
"all_cases_with_mrna_rnaseq_data","Tumor Samples with mRNA data (RNA Seq V2)","All samples with mRNA expression data (514 samples)","lgg_tcga_pan_can_atlas_2018_rna_seq_v2_mrna","lgg_tcga_pan_can_atlas_2018"
"all_cases_in_study","All Tumors","All tumor samples (514 samples)","lgg_tcga_pan_can_atlas_2018_all","lgg_tcga_pan_can_atlas_2018"
"all_cases_with_log2_cna_data","Tumor Samples with log2 copy-number","All tumors with log2 copy-number data (511 samples)","lgg_tcga_pan_can_atlas_2018_log2CNA","lgg_tcga_pan_can_atlas_2018"
"all_cases_with_mutation_and_cna_and_mrna_data","All Complete Tumors","All tumor samples that have mRNA, CNA and sequencing data (507 samples)","lgg_tcga_pan_can_atlas_2018_3way_complete","lgg_tcga_pan_can_atlas_2018"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (61 samples)","lgg_ucsf_2014_sequenced","lgg_ucsf_2014"
"all_cases_in_study","All Tumors","All tumor samples (61 samples)","lgg_ucsf_2014_all","lgg_ucsf_2014"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (46 samples)","liad_inserm_fr_2014_sequenced","liad_inserm_fr_2014"
"all_cases_in_study","All Tumors","All tumor samples (46 samples)","liad_inserm_fr_2014_all","liad_inserm_fr_2014"
"other","Subtype: Etiology - HBV (Hepatocelluar Carcinoma) [167 samples]","Manuscript Subtype:  Etiology - HBV (Hepatocellar Carcinoma)","lihc_amc_prv_hbv","lihc_amc_prv"
"other","Manuscript: 231 core samples (Sequenced + GISTIC) [231 samples]","Core samples with full data (Sequenced + GISTIC)","lihc_amc_prv_manuscript","lihc_amc_prv"
"all_cases_with_mutation_data","Sequenced Tumors","All(Next-Gen) sequenced samples (231 samples)","lihc_amc_prv_sequenced","lihc_amc_prv"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (231 samples)","lihc_amc_prv_cnaseq","lihc_amc_prv"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (231 samples)","lihc_amc_prv_cna","lihc_amc_prv"
"all_cases_in_study","All Tumors","All tumor samples (231 samples)","lihc_amc_prv_all","lihc_amc_prv"
"other","Subtype: Etiology - NBNC (Hepatocellar Carcinoma) [42 samples]","Manuscript Subtype: Etiology - NBNC (Hepatocellar Carcinoma)","lihc_amc_prv_nbnc","lihc_amc_prv"
"all_cases_with_mutation_and_cna_data","All Complete Tumors","All tumor samples that have CNA and sequencing data (231 samples)","lihc_amc_prv_2way_complete","lihc_amc_prv"
"other","Subtype: Etiology - non-HBV (Hepatocelluar Carcinoma) [64 samples]","Manuscript Subtype: Etiology - non-HBV (Hepatocelluar Carcinoma)","lihc_amc_prv_nonhbv","lihc_amc_prv"
"other","Subtype: Etiology - HCV (Hepatocellar Carcinoma) [22 samples]","Manuscript Subtype: Etiology - HCV (Hepatocellar Carcinoma)","lihc_amc_prv_hcv","lihc_amc_prv"
"all_cases_with_mutation_data","Sequenced Tumors","All sequenced samples (27 samples)","lihc_riken_sequenced","lihc_riken"
"all_cases_in_study","All Tumors","All tumor samples (27 samples)","lihc_riken_all","lihc_riken"
"all_cases_with_methylation_data","Tumor Samples with methylation data (HM450)","All samples with methylation (HM450) data (429 samples)","lihc_tcga_methylation_hm450","lihc_tcga"
"all_cases_with_methylation_data","All tumor samples with methylation data","All samples with methylation data (379 samples)","lihc_tcga_methylation_all","lihc_tcga"
"all_cases_with_mutation_data","All Sequenced Tumors","All sequenced tumor samples (373 samples)","lihc_tcga_sequenced","lihc_tcga"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (366 samples)","lihc_tcga_cnaseq","lihc_tcga"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (370 samples)","lihc_tcga_cna","lihc_tcga"
"all_cases_with_mrna_rnaseq_data","Tumor Samples with mRNA data (RNA Seq V2)","All samples with mRNA expression data (373 samples)","lihc_tcga_rna_seq_v2_mrna","lihc_tcga"
"all_cases_in_study","All Tumors","All tumor samples (492 samples)","lihc_tcga_all","lihc_tcga"
"all_cases_with_mutation_and_cna_and_mrna_data","All Complete Tumors","All tumor samples that have mRNA, CNA and sequencing data (360 samples)","lihc_tcga_3way_complete","lihc_tcga"
"all_cases_with_rppa_data","Tumor Samples with RPPA data","Tumors with reverse phase protein array (RPPA) data for about 200 antibodies (63 samples)","lihc_tcga_rppa","lihc_tcga"
"all_cases_with_mutation_data","Sequenced Tumors","All (Next-Gen) sequenced samples (366 samples)","lihc_tcga_pan_can_atlas_2018_sequenced","lihc_tcga_pan_can_atlas_2018"
"all_cases_with_mutation_and_cna_data","Tumor Samples with sequencing and CNA data","All tumor samples that have CNA and sequencing data (353 samples)","lihc_tcga_pan_can_atlas_2018_cnaseq","lihc_tcga_pan_can_atlas_2018"
"all_cases_with_cna_data","Tumor Samples with CNA data","All tumors with CNA data (367 samples)","lihc_tcga_pan_can_atlas_2018_cna","lihc_tcga_pan_can_atlas_2018"
"all_cases_with_mrna_rnaseq_data","Tumor Samples with mRNA data (RNA Seq V2)","All samples with mRNA expression data (366 samples)","lihc_tcga_pan_can_atlas_2018_rna_seq_v2_mrna","lihc_tcga_pan_can_atlas_2018"
"all_cases_in_study","All Tumors","All tumor samples (372 samples)","lihc_tcga_pan_can_atlas_2018_all","lihc_tcga_pan_can_atlas_2018"
"all_cases_with_log2_cna_data","Tumor Samples with log2 copy-number","All tumors with log2 copy-number data (367 samples)","lihc_tcga_pan_can_atlas_2018_log2CNA","lihc_tcga_pan_can_atlas_2018"
